arm,case_id,cycle,assessment_available,assessment_status,assessment_reason,source_relative_path,source_sha256
docs_enabled,alexferl@vyper__a0a6ea7f__toml__tomlkit,13,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/alexferl@vyper__a0a6ea7f__toml__tomlkit/artifacts/cycles/cycle_013/test_results/post_migration_assessment.json,f0f33e69a2ece9a8ec199f882b27cb57586b2a3b0ef011c4afaa68b413a1d024
docs_enabled,alexferl@vyper__a0a6ea7f__toml__tomlkit,14,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/alexferl@vyper__a0a6ea7f__toml__tomlkit/artifacts/cycles/cycle_014/test_results/post_migration_assessment.json,f0f33e69a2ece9a8ec199f882b27cb57586b2a3b0ef011c4afaa68b413a1d024
docs_enabled,alexferl@vyper__a0a6ea7f__toml__tomlkit,15,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/alexferl@vyper__a0a6ea7f__toml__tomlkit/artifacts/cycles/cycle_015/test_results/post_migration_assessment.json,f0f33e69a2ece9a8ec199f882b27cb57586b2a3b0ef011c4afaa68b413a1d024
docs_enabled,alexferl@vyper__a0a6ea7f__toml__tomlkit,16,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/alexferl@vyper__a0a6ea7f__toml__tomlkit/artifacts/cycles/cycle_016/test_results/post_migration_assessment.json,f0f33e69a2ece9a8ec199f882b27cb57586b2a3b0ef011c4afaa68b413a1d024
docs_enabled,alexferl@vyper__a0a6ea7f__toml__tomlkit,17,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/alexferl@vyper__a0a6ea7f__toml__tomlkit/artifacts/cycles/cycle_017/test_results/post_migration_assessment.json,f0f33e69a2ece9a8ec199f882b27cb57586b2a3b0ef011c4afaa68b413a1d024
docs_enabled,alexferl@vyper__a0a6ea7f__toml__tomlkit,18,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/alexferl@vyper__a0a6ea7f__toml__tomlkit/artifacts/cycles/cycle_018/test_results/post_migration_assessment.json,f0f33e69a2ece9a8ec199f882b27cb57586b2a3b0ef011c4afaa68b413a1d024
docs_enabled,alexferl@vyper__a0a6ea7f__toml__tomlkit,19,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/alexferl@vyper__a0a6ea7f__toml__tomlkit/artifacts/cycles/cycle_019/test_results/post_migration_assessment.json,f0f33e69a2ece9a8ec199f882b27cb57586b2a3b0ef011c4afaa68b413a1d024
docs_enabled,alexferl@vyper__a0a6ea7f__toml__tomlkit,20,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/alexferl@vyper__a0a6ea7f__toml__tomlkit/artifacts/cycles/cycle_020/test_results/post_migration_assessment.json,f0f33e69a2ece9a8ec199f882b27cb57586b2a3b0ef011c4afaa68b413a1d024
docs_enabled,alexferl@vyper__a0a6ea7f__toml__tomlkit,21,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/alexferl@vyper__a0a6ea7f__toml__tomlkit/artifacts/cycles/cycle_021/test_results/post_migration_assessment.json,0ba2fef9e17aac76166f58d753cddb1a62eb26aef4565f43270e65e7f2e4318c
docs_enabled,alpden550@encrypt-decrypt-fields__a0029320__sqlalchemy__sqlobject,1,True,fail,after_validation_anomaly,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/alpden550@encrypt-decrypt-fields__a0029320__sqlalchemy__sqlobject/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,466294c374bba7c2b8dcc6a19fbda645c5d9a4016fd6d7594ba1d66f1d4fd3e9
docs_enabled,alpden550@encrypt-decrypt-fields__a0029320__sqlalchemy__sqlobject,2,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/alpden550@encrypt-decrypt-fields__a0029320__sqlalchemy__sqlobject/artifacts/cycles/cycle_002/test_results/post_migration_assessment.json,72206b30d18a33369814c7fef4789da5aa7b04c03cfd50b3fd80f5327c99280d
docs_enabled,alpden550@encrypt-decrypt-fields__a0029320__sqlalchemy__tortoise-orm,1,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/alpden550@encrypt-decrypt-fields__a0029320__sqlalchemy__tortoise-orm/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,0b394e5cfee4203d124173565cdbe05b0bd7d084c7c35695446cd1fb55754f36
docs_enabled,andreax79@python-securid__ca333b8c__cryptography__pycryptodome,1,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/andreax79@python-securid__ca333b8c__cryptography__pycryptodome/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,fd31ab4d2cb4b01287be2b2edfeeacd7423b707154456b8a8ebe148ff4432c4b
docs_enabled,andreroggeri@pynubank__3a35d906__colorama__termcolor,1,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/andreroggeri@pynubank__3a35d906__colorama__termcolor/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,464c347f07623b1b3bece15dd2bbb05f8b7cdd4aca3e4995e3886d466dad3c1b
docs_enabled,andreroggeri@pynubank__3a35d906__requests__treq,1,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/andreroggeri@pynubank__3a35d906__requests__treq/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,ff4079c0819256f951414f5c4f305a94bce225d4ec338c130a83108a29b5628b
docs_enabled,andreroggeri@pynubank__3a35d906__requests__treq,2,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/andreroggeri@pynubank__3a35d906__requests__treq/artifacts/cycles/cycle_002/test_results/post_migration_assessment.json,c9ed3844388bc66d11c257d8b687331109ada976cb04e62b92f94db170fc6319
docs_enabled,ankane@mapkick.py__7d625d80__flask__bottle,1,True,fail,after_validation_anomaly,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/ankane@mapkick.py__7d625d80__flask__bottle/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,0af0218dd1a567bde4873d28dc1cb2abde7da8257bab60be50e7d02bb0425970
docs_enabled,ankane@mapkick.py__7d625d80__flask__bottle,2,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/ankane@mapkick.py__7d625d80__flask__bottle/artifacts/cycles/cycle_002/test_results/post_migration_assessment.json,1dff584f868dee21dc18e3f456b6a233c238403bcab10ee952b721f0e9ffb7ae
docs_enabled,ankane@mapkick.py__7d625d80__flask__cherrypy,1,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/ankane@mapkick.py__7d625d80__flask__cherrypy/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,1fd88fa0b174d51aaea75a4de65b356b79d114e7921ba59df26d825b47d1d104
docs_enabled,ankane@mapkick.py__7d625d80__flask__fastapi,1,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/ankane@mapkick.py__7d625d80__flask__fastapi/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,89170110c76946d37a3e778d396da6b87b338c1344419c70a3798bf2a9fd1fb1
docs_enabled,ankane@mapkick.py__7d625d80__flask__sanic,1,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/ankane@mapkick.py__7d625d80__flask__sanic/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,f1be1b6c7a8103b2c82b10716b7c69e0ce51742c65cc6ea2c12472755b081f39
docs_enabled,ankane@mapkick.py__7d625d80__flask__tornado,1,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/ankane@mapkick.py__7d625d80__flask__tornado/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,ab16ce68202051fb0bde102fbb64ebba12de4c3d0cd31df7c6eabb38f5e62e99
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__aiohttp,1,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__aiohttp/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,45d7a9c5c870cdb77cc6417a71d89623fc1fd9a1b501b92612531e0667374f43
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__aiohttp,2,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__aiohttp/artifacts/cycles/cycle_002/test_results/post_migration_assessment.json,cf0ef6b7fe76ac9d459792d51cf16f31e9959d4897217a4bea912706fc3ebe0a
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__requests,1,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__requests/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,d74b8c71231df532cc953ec02825a416a96e27f4c7b53e53ab46a0322f2462aa
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,1,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,cdcc89b9fd9efe442f522506783c225baf111e21e911302630cacda5e4fdc89b
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,2,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_002/test_results/post_migration_assessment.json,05928d017154db071b5aa18346cfcf17628fad99c612358c8cd6d1e17a5c55ba
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,3,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_003/test_results/post_migration_assessment.json,cdcc89b9fd9efe442f522506783c225baf111e21e911302630cacda5e4fdc89b
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,4,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_004/test_results/post_migration_assessment.json,cdcc89b9fd9efe442f522506783c225baf111e21e911302630cacda5e4fdc89b
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,5,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_005/test_results/post_migration_assessment.json,cdcc89b9fd9efe442f522506783c225baf111e21e911302630cacda5e4fdc89b
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,6,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_006/test_results/post_migration_assessment.json,cdcc89b9fd9efe442f522506783c225baf111e21e911302630cacda5e4fdc89b
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,7,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_007/test_results/post_migration_assessment.json,05928d017154db071b5aa18346cfcf17628fad99c612358c8cd6d1e17a5c55ba
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,8,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_008/test_results/post_migration_assessment.json,cdcc89b9fd9efe442f522506783c225baf111e21e911302630cacda5e4fdc89b
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,9,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_009/test_results/post_migration_assessment.json,cdcc89b9fd9efe442f522506783c225baf111e21e911302630cacda5e4fdc89b
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,10,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_010/test_results/post_migration_assessment.json,cdcc89b9fd9efe442f522506783c225baf111e21e911302630cacda5e4fdc89b
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,11,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_011/test_results/post_migration_assessment.json,cdcc89b9fd9efe442f522506783c225baf111e21e911302630cacda5e4fdc89b
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,12,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_012/test_results/post_migration_assessment.json,cdcc89b9fd9efe442f522506783c225baf111e21e911302630cacda5e4fdc89b
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,13,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_013/test_results/post_migration_assessment.json,05928d017154db071b5aa18346cfcf17628fad99c612358c8cd6d1e17a5c55ba
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,14,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_014/test_results/post_migration_assessment.json,05928d017154db071b5aa18346cfcf17628fad99c612358c8cd6d1e17a5c55ba
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,15,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_015/test_results/post_migration_assessment.json,05928d017154db071b5aa18346cfcf17628fad99c612358c8cd6d1e17a5c55ba
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,16,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_016/test_results/post_migration_assessment.json,05928d017154db071b5aa18346cfcf17628fad99c612358c8cd6d1e17a5c55ba
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,17,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_017/test_results/post_migration_assessment.json,cdcc89b9fd9efe442f522506783c225baf111e21e911302630cacda5e4fdc89b
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,18,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_018/test_results/post_migration_assessment.json,05928d017154db071b5aa18346cfcf17628fad99c612358c8cd6d1e17a5c55ba
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,19,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_019/test_results/post_migration_assessment.json,05928d017154db071b5aa18346cfcf17628fad99c612358c8cd6d1e17a5c55ba
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,20,True,fail,after_validation_anomaly,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_020/test_results/post_migration_assessment.json,03de321aee5f8489074430f2aa492cf1d385e97a08e708d228472049564a3e82
docs_enabled,apple@app-store-server-library-python__1202058d__httpx__urllib3,21,True,fail,post_migration_regressions,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/apple@app-store-server-library-python__1202058d__httpx__urllib3/artifacts/cycles/cycle_021/test_results/post_migration_assessment.json,05928d017154db071b5aa18346cfcf17628fad99c612358c8cd6d1e17a5c55ba
docs_enabled,astelmach01@tinylang__7ea9f90f__python-dotenv__dynaconf,1,True,pass,ok,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/astelmach01@tinylang__7ea9f90f__python-dotenv__dynaconf/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,f8583e3be6782a831fb032162867648dccff550191ef2633303cca593c12b6a6
docs_enabled,avast@ep-stats__95f8d93e__fastapi__sanic,1,True,fail,after_validation_anomaly,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/avast@ep-stats__95f8d93e__fastapi__sanic/artifacts/cycles/cycle_001/test_results/post_migration_assessment.json,65238e92106c4129800c0435f802bdbe7516513bc99c023b0773adb7bda9cc4c
docs_enabled,avast@ep-stats__95f8d93e__fastapi__sanic,2,True,fail,after_validation_anomaly,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/avast@ep-stats__95f8d93e__fastapi__sanic/artifacts/cycles/cycle_002/test_results/post_migration_assessment.json,65238e92106c4129800c0435f802bdbe7516513bc99c023b0773adb7bda9cc4c
docs_enabled,avast@ep-stats__95f8d93e__fastapi__sanic,3,True,fail,after_validation_anomaly,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/avast@ep-stats__95f8d93e__fastapi__sanic/artifacts/cycles/cycle_003/test_results/post_migration_assessment.json,65238e92106c4129800c0435f802bdbe7516513bc99c023b0773adb7bda9cc4c
docs_enabled,avast@ep-stats__95f8d93e__fastapi__sanic,4,True,fail,after_validation_anomaly,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/avast@ep-stats__95f8d93e__fastapi__sanic/artifacts/cycles/cycle_004/test_results/post_migration_assessment.json,65238e92106c4129800c0435f802bdbe7516513bc99c023b0773adb7bda9cc4c
docs_enabled,avast@ep-stats__95f8d93e__fastapi__sanic,5,True,fail,after_validation_anomaly,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/avast@ep-stats__95f8d93e__fastapi__sanic/artifacts/cycles/cycle_005/test_results/post_migration_assessment.json,65238e92106c4129800c0435f802bdbe7516513bc99c023b0773adb7bda9cc4c
docs_enabled,avast@ep-stats__95f8d93e__fastapi__sanic,6,True,fail,after_validation_anomaly,pair_capped_mini_20cycle/runs/api_docs_editpair_gpt54mini_fixed_test_policy_20repairs_rerun_001/workspaces/avast@ep-stats__95f8d93e__fastapi__sanic/artifacts/cycles/cycle_006/test_results/post_migration_assessment.json,65238e92106c4129800c0435f802bdbe7516513bc99c023b0773adb7bda9cc4c
